"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	89	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	132	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	905	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	724	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Hypertensive heart disease (I11)"	"GR113-056"	131	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	316	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	109	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	202	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	111	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	91	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other heart diseases (I26-I51)"	"GR113-064"	261	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Acute and subacute endocarditis (I33)"	"GR113-065"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Heart failure (I50)"	"GR113-067"	39	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	208	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	46	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	107	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	26	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	20	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	27	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	49	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Pneumonia (J12-J18)"	"GR113-078"	48	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	23	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	14	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	25	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	288	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Alcoholic liver disease (K70)"	"GR113-094"	231	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	57	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	44	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Renal failure (N17-N19)"	"GR113-100"	42	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	22	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	166	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"All other diseases (Residual) "	"GR113-111"	578	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	2300	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	498	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	470	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	17	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	1802	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Falls (W00-W19)"	"GR113-118"	43	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	74	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	10	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	1567	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	102	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	599	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	294	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	305	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	359	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	301	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	58	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	18	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	70	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	67	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	10	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jun., 2021 (provisional)"	"2021/06"	"#COVID-19 (U07.1)"	"GR113-137"	176	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Septicemia (A40-A41)"	"GR113-010"	60	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	45	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	392	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	391	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	10	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	16	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	26	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	80	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	25	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	35	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant melanoma of skin (C43)"	"GR113-028"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	14	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	44	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	42	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	14	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Leukemia (C91-C95)"	"GR113-040"	22	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	66	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	139	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	902	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	714	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Hypertensive heart disease (I11)"	"GR113-056"	122	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	320	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	112	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	206	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	117	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	89	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other heart diseases (I26-I51)"	"GR113-064"	263	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Acute and subacute endocarditis (I33)"	"GR113-065"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Heart failure (I50)"	"GR113-067"	55	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	194	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	36	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	111	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	40	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	31	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	17	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	45	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Pneumonia (J12-J18)"	"GR113-078"	45	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	23	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	18	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	32	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	285	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Alcoholic liver disease (K70)"	"GR113-094"	226	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	59	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	42	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Renal failure (N17-N19)"	"GR113-100"	42	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	25	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	159	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"All other diseases (Residual) "	"GR113-111"	602	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	2348	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	501	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	467	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	27	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	1847	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Falls (W00-W19)"	"GR113-118"	43	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	77	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	1628	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	83	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	531	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	255	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	276	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	354	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	294	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	60	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	76	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	73	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	10	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jul., 2021 (provisional)"	"2021/07"	"#COVID-19 (U07.1)"	"GR113-137"	372	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"#Septicemia (A40-A41)"	"GR113-010"	60	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"#Viral hepatitis (B15-B19)"	"GR113-015"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	37	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	1780	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	411	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	16	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	20	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Aug., 2021 (provisional)"	"2021/08"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	90	Not Applicable	Not Applicable
