"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	26	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Pneumonia (J12-J18)"	"GR113-078"	22	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	34	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Asthma (J45-J46)"	"GR113-085"	18	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	15	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	28	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	164	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Alcoholic liver disease (K70)"	"GR113-094"	126	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	38	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	37	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Renal failure (N17-N19)"	"GR113-100"	34	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	64	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	62	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	25	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	674	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"All other diseases (Residual) "	"GR113-111"	328	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"#COVID-19 (U07.1)"	"GR113-137"	708	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Jan., 2022 (provisional)"	"2022/01"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	625	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Septicemia (A40-A41)"	"GR113-010"	24	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	303	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	454	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	22	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	39	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	10	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	20	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasm of breast (C50)"	"GR113-029"	135	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	56	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	23	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	22	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	28	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Leukemia (C91-C95)"	"GR113-040"	18	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	53	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	68	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	288	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	201	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Hypertensive heart disease (I11)"	"GR113-056"	25	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	75	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	36	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	37	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	18	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	19	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Other heart diseases (I26-I51)"	"GR113-064"	97	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Heart failure (I50)"	"GR113-067"	17	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	74	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	68	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	16	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Pneumonia (J12-J18)"	"GR113-078"	10	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	30	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	18	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	23	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	131	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Alcoholic liver disease (K70)"	"GR113-094"	89	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	42	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	36	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Renal failure (N17-N19)"	"GR113-100"	33	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	43	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	43	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	677	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"All other diseases (Residual) "	"GR113-111"	252	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"#COVID-19 (U07.1)"	"GR113-137"	290	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Feb., 2022 (provisional)"	"2022/02"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	317	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	46	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	252	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	37	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasm of breast (C50)"	"GR113-029"	80	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	17	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	10	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	10	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	24	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	25	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	106	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	75	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	21	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	15	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Other heart diseases (I26-I51)"	"GR113-064"	45	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	34	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	24	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	52	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Alcoholic liver disease (K70)"	"GR113-094"	32	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	20	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	19	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	18	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	409	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"All other diseases (Residual) "	"GR113-111"	85	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"#COVID-19 (U07.1)"	"GR113-137"	45	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Female"	"F"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	112	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Septicemia (A40-A41)"	"GR113-010"	35	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	47	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	1143	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	425	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	17	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	19	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	85	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	17	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	29	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	40	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant melanoma of skin (C43)"	"GR113-028"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	38	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	61	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	19	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Leukemia (C91-C95)"	"GR113-040"	33	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	67	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Anemias (D50-D64)"	"GR113-045"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	155	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	778	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	611	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Hypertensive heart disease (I11)"	"GR113-056"	91	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	267	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	130	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	131	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	70	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	61	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Other heart diseases (I26-I51)"	"GR113-064"	240	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Heart failure (I50)"	"GR113-067"	54	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	177	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	42	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	96	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	29	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	20	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	23	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	42	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Pneumonia (J12-J18)"	"GR113-078"	35	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	28	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	14	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Jan., 2022 (provisional)"	"2022/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	17	Not Applicable	Not Applicable
