"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	65	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	19	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	19	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	44	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Malignant melanoma of skin (C43)"	"GR113-028"	21	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	15	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	50	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	49	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	25	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Leukemia (C91-C95)"	"GR113-040"	21	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	70	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	14	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	142	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	765	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	623	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Hypertensive heart disease (I11)"	"GR113-056"	100	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	283	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	104	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	178	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	101	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	77	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other heart diseases (I26-I51)"	"GR113-064"	233	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Acute and subacute endocarditis (I33)"	"GR113-065"	15	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Heart failure (I50)"	"GR113-067"	28	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	187	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	23	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	92	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	26	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	22	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	56	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Pneumonia (J12-J18)"	"GR113-078"	50	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	29	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Asthma (J45-J46)"	"GR113-085"	15	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	13	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	16	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	26	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	162	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Alcoholic liver disease (K70)"	"GR113-094"	130	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	32	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	37	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Renal failure (N17-N19)"	"GR113-100"	34	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	20	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	93	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"All other diseases (Residual) "	"GR113-111"	412	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	1336	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	293	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	270	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	11	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	1043	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Falls (W00-W19)"	"GR113-118"	34	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	12	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	18	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	909	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	64	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	419	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	215	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	204	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	214	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	170	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	44	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	14	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	58	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	55	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Male"	"M"	"Dec., 2018"	"2018/12"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	10	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	13	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Septicemia (A40-A41)"	"GR113-010"	118	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Viral hepatitis (B15-B19)"	"GR113-015"	21	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	45	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	25	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1741	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	17	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	20	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	42	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	154	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	56	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	83	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	290	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant melanoma of skin (C43)"	"GR113-028"	16	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasm of breast (C50)"	"GR113-029"	438	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	72	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	61	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	104	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	21	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	12	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	68	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	88	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	29	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Leukemia (C91-C95)"	"GR113-040"	44	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	14	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	193	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	19	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Anemias (D50-D64)"	"GR113-045"	14	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	234	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	14	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Malnutrition (E40-E46)"	"GR113-048"	12	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	1173	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	901	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	11	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Hypertensive heart disease (I11)"	"GR113-056"	127	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	10	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	436	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	166	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	263	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	110	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	153	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other heart diseases (I26-I51)"	"GR113-064"	317	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Heart failure (I50)"	"GR113-067"	49	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	259	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	49	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	198	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	23	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	15	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	29	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	247	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Influenza (J09-J11)"	"GR113-077"	136	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Pneumonia (J12-J18)"	"GR113-078"	111	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	231	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Asthma (J45-J46)"	"GR113-085"	25	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	198	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	29	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	82	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	281	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Alcoholic liver disease (K70)"	"GR113-094"	201	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	80	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	76	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Renal failure (N17-N19)"	"GR113-100"	74	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	32	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	52	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"All other diseases (Residual) "	"GR113-111"	756	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	641	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	119	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	110	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	522	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Falls (W00-W19)"	"GR113-118"	34	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	21	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	412	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	46	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	154	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	71	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	83	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	49	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	35	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Female"	"F"	"Jan., 2018"	"2018/01"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	14	Not Applicable	Not Applicable
